Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Washington,US,4/29/20,1,0,1
Texas,US,4/29/20,1,0,0
California,US,4/29/20,1,0,0
Massachusetts,US,4/29/20,1,0,0
,Finland,4/29/20,1,0,1
,Egypt,4/29/20,1,0,0
"London, ON",Canada,4/29/20,1,0,1
,Belgium,4/29/20,1,0,1
California,US,4/29/20,2,0,1
,Finland,4/29/20,2,0,1
,Greece,4/29/20,3,0,0
,Greece,4/29/20,4,0,0
,Croatia,4/29/20,6,0,0
Queensland,Australia,4/29/20,9,0,1
,Israel,4/29/20,10,0,1
New South Wales,Australia,4/29/20,13,0,4
,Belgium,4/29/20,23,0,1
,Greece,4/29/20,31,0,0
,Iceland,4/29/20,43,0,0
,Thailand,4/29/20,50,1,31
,Iraq,4/29/20,60,6,0
,Greece,4/29/20,73,0,0
,Greece,4/29/20,89,0,0
,Israel,4/29/20,109,0,4
Gansu,China,4/29/20,127,2,88
,United Arab Emirates,4/29/20,85,0,17
Yunnan,China,4/29/20,174,2,172
,Bahrain,4/29/20,214,0,60
Shaanxi,China,4/29/20,245,2,233
,Slovenia,4/29/20,275,1,0
Florida,US,4/29/20,314,7,0
Illinois,US,4/29/20,422,4,0
Louisiana,US,4/29/20,538,14,0
Florida,US,4/29/20,659,13,0
Arizona,US,4/30/20,1,0,0
Washington,US,4/30/20,1,0,1
Wisconsin,US,4/30/20,1,0,0
California,US,4/30/20,1,0,0
From Diamond Princess,Israel,4/30/20,1,0,0
,Finland,4/30/20,1,0,1
,Egypt,4/30/20,1,0,0
,Cambodia,4/30/20,1,0,1
California,US,4/30/20,2,0,1
,Israel,4/30/20,2,0,0
,India,4/30/20,3,0,3
,Israel,4/30/20,4,0,1
,Netherlands,4/30/20,6,0,0
Washington,US,4/30/20,9,1,1
Macau,Macau,4/30/20,10,0,8
,Belgium,4/30/20,13,0,1
New South Wales,Australia,4/30/20,22,1,4
,India,4/30/20,30,0,3
,Iraq,4/30/20,40,3,0
,Greece,4/30/20,46,0,0
,Iceland,4/30/20,50,0,0
,Kuwait,4/30/20,64,0,1
Xinjiang,Mainland China,4/30/20,76,3,73
,Greece,4/30/20,99,1,0
Liaoning,China,4/30/20,125,1,112
,Thailand,4/30/20,75,1,35
,Portugal,4/30/20,169,0,2
,Israel,4/30/20,251,0,4
,Singapore,4/30/20,243,0,109
New Jersey,US,4/30/20,267,3,1
,Singapore,4/30/20,313,0,114
,Greece,4/30/20,418,6,8
,Pakistan,4/30/20,501,3,13
Jiangsu,China,4/30/20,631,0,631
Arizona,US,5/1/20,1,0,0
California,US,5/1/20,1,0,0
Wisconsin,US,5/1/20,1,0,0
None,Lebanon,5/1/20,1,0,0
From Diamond Princess,Israel,5/1/20,1,0,0
,Finland,5/1/20,1,0,1
"London, ON",Canada,5/1/20,1,0,1
,Afghanistan,5/1/20,1,0,0
,Lebanon,5/1/20,2,0,0
,Israel,5/1/20,3,0,1
,Oman,5/1/20,4,0,0
,Oman,5/1/20,6,0,1
British Columbia,Canada,5/1/20,8,0,3
Queensland,Australia,5/1/20,9,0,1
,Lebanon,5/1/20,13,0,0
"Toronto, ON",Canada,5/1/20,19,0,2
,United Arab Emirates,5/1/20,29,0,5
,India,5/1/20,31,0,3
Taiwan,Taiwan,5/1/20,45,1,12
,Thailand,5/1/20,50,1,31
,Iraq,5/1/20,60,6,9
Inner Mongolia,Mainland China,5/1/20,75,1,70
Massachusetts,US,5/1/20,95,0,1
Massachusetts,US,5/1/20,108,0,1
,Cambodia,5/1/20,5,0,1
Hainan,China,5/1/20,168,6,160
Yunnan,China,5/1/20,174,2,172
,Bahrain,5/1/20,214,1,77
,Singapore,5/1/20,266,0,114
,Pakistan,5/1/20,299,0,2
Florida,US,5/1/20,417,9,0
,Greece,5/1/20,495,6,19
Louisiana,US,5/1/20,585,16,0
Texas,US,5/2/20,1,0,0
California,US,5/2/20,1,0,0
Tibet,Mainland China,5/2/20,1,0,1
,Lebanon,5/2/20,1,0,0
From Diamond Princess,Israel,5/2/20,1,0,0
,Egypt,5/2/20,1,0,0
,Algeria,5/2/20,1,0,0
,Pakistan,5/2/20,2,0,0
,Philippines,5/2/20,3,1,1
,Austria,5/2/20,3,0,0
Washington,US,5/2/20,6,1,1
Victoria,Australia,5/2/20,7,0,4
Victoria,Australia,5/2/20,9,0,4
,Israel,5/2/20,12,0,1
Qinghai,Mainland China,5/2/20,18,0,18
New South Wales,Australia,5/2/20,22,1,4
,United Arab Emirates,5/2/20,29,0,5
,Egypt,5/2/20,49,1,1
,Iceland,5/2/20,58,0,0
Ningxia,Mainland China,5/2/20,75,0,71
Jilin,China,5/2/20,93,1,91
,Iceland,5/2/20,103,0,1
,San Marino,5/2/20,80,5,0
,Iceland,5/2/20,156,0,1
Hainan,China,5/2/20,168,6,160
,Estonia,5/2/20,205,0,1
Guangxi,China,5/2/20,253,2,248
Fujian,China,5/2/20,296,1,295
,Finland,5/2/20,400,0,10
Beijing,China,5/2/20,491,8,390
Texas,US,5/2/20,581,5,0
Washington,US,5/3/20,1,0,1
Texas,US,5/3/20,1,0,0
,Nepal,5/3/20,1,0,1
Tibet,Mainland China,5/3/20,1,0,1
,Lebanon,5/3/20,1,0,0
,Finland,5/3/20,1,0,1
,Belgium,5/3/20,1,0,1
,Russia,5/3/20,2,0,2
South Australia,Australia,5/3/20,2,0,2
,India,5/3/20,3,0,3
New South Wales,Australia,5/3/20,4,0,4
,Croatia,5/3/20,7,0,0
California,US,5/3/20,9,0,1
,Oman,5/3/20,12,0,2
,San Marino,5/3/20,16,1,0
"Toronto, ON",Canada,5/3/20,21,0,2
New South Wales,Australia,5/3/20,26,1,4
,United Arab Emirates,5/3/20,45,0,7
Taiwan,Taiwan,5/3/20,45,1,13
,Egypt,5/3/20,55,1,12
,United Arab Emirates,5/3/20,74,0,12
,Czechia,5/3/20,91,0,0
,Greece,5/3/20,99,1,0
Ontario,Canada,5/3/20,74,0,4
,Brazil,5/3/20,151,0,0
,Brazil,5/3/20,162,0,0
,Brazil,5/3/20,200,0,1
Shaanxi,China,5/3/20,246,3,236
,Ireland,5/3/20,292,2,5
Louisiana,US,5/3/20,392,10,0
Heilongjiang,China,5/3/20,484,13,463
Chongqing,China,5/3/20,576,6,570
Arizona,US,5/4/20,1,0,0
Washington,US,5/4/20,1,0,1
,Sri Lanka,5/4/20,1,0,1
,Nepal,5/4/20,1,0,1
Tibet,Mainland China,5/4/20,1,0,1
,Iraq,5/4/20,1,0,0
,Cambodia,5/4/20,1,0,1
,Sweden,5/4/20,2,0,0
,Finland,5/4/20,2,0,1
,Philippines,5/4/20,3,1,1
,Greece,5/4/20,4,0,0
,Greece,5/4/20,7,0,0
,Belgium,5/4/20,8,0,1
Queensland,Australia,5/4/20,11,0,1
,Vietnam,5/4/20,16,0,16
,San Marino,5/4/20,21,1,0
"Toronto, ON",Canada,5/4/20,24,0,2
,India,5/4/20,34,0,3
,Thailand,5/4/20,50,1,31
,Iraq,5/4/20,71,7,3
,Iceland,5/4/20,85,0,1
,Czechia,5/4/20,94,0,0
Australian Capital Territory,Australia,5/4/20,1,0,0
Guizhou,China,5/4/20,146,2,143
,Iceland,5/4/20,171,5,8
Massachusetts,US,5/4/20,197,0,1
,Poland,5/4/20,238,5,13
,Slovenia,5/4/20,275,1,0
Shanghai,China,5/4/20,363,3,326
,Luxembourg,5/4/20,484,4,0
Sichuan,China,5/4/20,542,3,536
Arizona,US,5/5/20,1,0,0
,Sweden,5/5/20,1,0,0
,Sri Lanka,5/5/20,1,0,1
,Nepal,5/5/20,1,0,1
From Diamond Princess,Israel,5/5/20,1,0,0
"London, ON",Canada,5/5/20,1,0,1
Illinois,US,5/5/20,2,0,2
,Lebanon,5/5/20,2,0,0
,Romania,5/5/20,3,0,0
,Lebanon,5/5/20,4,0,0
New South Wales,Australia,5/5/20,6,0,4
British Columbia,Canada,5/5/20,8,0,3
,Iceland,5/5/20,11,0,0
,Israel,5/5/20,15,0,1
California,US,5/5/20,20,0,1
,Denmark,5/5/20,23,0,1
California,US,5/5/20,32,0,1
,United Arab Emirates,5/5/20,45,0,7
New South Wales,Australia,5/5/20,48,3,4
,Iceland,5/5/20,69,0,1
Xinjiang,China,5/5/20,76,3,73
Jilin,China,5/5/20,93,1,91
,Germany,5/5/20,3675,7,46
Hong Kong,China,5/5/20,140,4,78
Guizhou,China,5/5/20,146,2,143
,Iceland,5/5/20,180,0,0
,Pakistan,5/5/20,236,0,2
New South Wales,Australia,5/5/20,267,5,4
,Poland,5/5/20,355,5,1
,Qatar,5/5/20,470,0,10
,Chile,5/5/20,537,0,6
Massachusetts,US,5/6/20,1,0,0
,Sweden,5/6/20,1,0,0
,Sri Lanka,5/6/20,1,0,1
,Kuwait,5/6/20,1,0,0
,Croatia,5/6/20,1,0,0
California,US,5/6/20,2,0,0
,Pakistan,5/6/20,2,0,0
South Australia,Australia,5/6/20,2,0,2
,Mexico,5/6/20,4,0,0
,Ecuador,5/6/20,6,0,0
,San Marino,5/6/20,8,0,0
California,US,5/6/20,11,0,1
,Oman,5/6/20,15,0,2
Qinghai,Mainland China,5/6/20,18,0,18
,Lebanon,5/6/20,22,0,1
New South Wales,Australia,5/6/20,28,1,4
,India,5/6/20,39,0,3
Taiwan,Taiwan,5/6/20,45,1,15
,Kuwait,5/6/20,69,0,1
Inner Mongolia,China,5/6/20,75,1,71
,Slovenia,5/6/20,89,0,0
,Congo (Kinshasa),5/6/20,2,0,0
Massachusetts,US,5/6/20,138,0,1
Hong Kong,China,5/6/20,145,4,81
New Jersey,US,5/6/20,178,2,1
,Bahrain,5/6/20,228,1,81
New Jersey,US,5/6/20,267,3,0
,Singapore,5/6/20,345,0,114
,Finland,5/6/20,450,0,10
,Poland,5/6/20,536,5,1
California,US,5/7/20,1,0,0
Massachusetts,US,5/7/20,1,0,0
,Sweden,5/7/20,1,0,0
,Lebanon,5/7/20,1,0,0
,Egypt,5/7/20,1,0,0
California,US,5/7/20,2,0,1
,Russia,5/7/20,2,0,2
,Finland,5/7/20,2,0,1
,Pakistan,5/7/20,4,0,0
,Finland,5/7/20,6,0,1
,Croatia,5/7/20,7,0,0
Macau,Macau,5/7/20,10,0,9
,Lebanon,5/7/20,13,0,1
Washington,US,5/7/20,18,1,0
British Columbia,Canada,5/7/20,21,0,3
"Toronto, ON",Canada,5/7/20,27,0,3
,Israel,5/7/20,39,0,2
,Egypt,5/7/20,59,1,1
Ningxia,China,5/7/20,75,0,72
,United Arab Emirates,5/7/20,85,0,17
,Honduras,5/7/20,2,0,0
Tianjin,China,5/7/20,136,3,132
,Philippines,5/7/20,140,11,2
Ontario,Canada,5/7/20,177,0,5
,Estonia,5/7/20,225,0,1
,Romania,5/7/20,260,0,19
,Luxembourg,5/7/20,335,4,0
,Chile,5/7/20,434,0,6
,Greece,5/7/20,530,13,19
California,US,5/8/20,1,0,0
California,US,5/8/20,1,0,0
Massachusetts,US,5/8/20,1,0,0
Tibet,Mainland China,5/8/20,1,0,1
,Finland,5/8/20,1,0,1
California,US,5/8/20,2,0,1
Illinois,US,5/8/20,2,0,2
,Lebanon,5/8/20,2,0,0
South Australia,Australia,5/8/20,3,0,2
,Oman,5/8/20,6,0,1
,Greece,5/8/20,7,0,0
,San Marino,5/8/20,10,1,0
,Algeria,5/8/20,12,0,0
New York,US,5/8/20,18,0,0
,Israel,5/8/20,21,0,2
Washington,US,5/8/20,27,1,0
New South Wales,Australia,5/8/20,38,3,4
,United Arab Emirates,5/8/20,45,0,7
,Israel,5/8/20,58,0,4
,United Arab Emirates,5/8/20,74,0,17
,Kuwait,5/8/20,80,0,5
Diamond Princess,US,5/8/20,46,0,0
Shanxi,China,5/8/20,133,0,133
Massachusetts,US,5/8/20,164,0,1
,Poland,5/8/20,177,4,13
,Ireland,5/8/20,223,2,5
,Estonia,5/8/20,258,0,1
Michigan,US,5/8/20,334,3,0
,Poland,5/8/20,425,5,1
Massachusetts,US,5/8/20,525,1,0
Wisconsin,US,5/9/20,1,0,0
California,US,5/9/20,1,0,0
California,US,5/9/20,1,0,0
,Nepal,5/9/20,1,0,1
,Iraq,5/9/20,1,0,0
,Afghanistan,5/9/20,1,0,0
California,US,5/9/20,2,0,0
,Pakistan,5/9/20,2,0,0
,Denmark,5/9/20,3,0,0
,Mexico,5/9/20,5,0,0
New South Wales,Australia,5/9/20,6,0,4
Victoria,Australia,5/9/20,9,0,4
British Columbia,Canada,5/9/20,12,0,3
,Israel,5/9/20,16,0,1
,San Marino,5/9/20,21,1,0
,Denmark,5/9/20,23,0,1
California,US,5/9/20,38,0,1
,India,5/9/20,43,0,3
,India,5/9/20,56,0,4
,Kuwait,5/9/20,72,0,2
Xinjiang,China,5/9/20,76,3,73
,Algeria,5/9/20,26,2,8
Gansu,China,5/9/20,129,2,89
Tianjin,China,5/9/20,136,3,133
Yunnan,China,5/9/20,176,2,172
,Iceland,5/9/20,220,1,0
Louisiana,US,5/9/20,257,4,0
,Iceland,5/9/20,330,1,5
Georgia,US,5/9/20,420,13,0
,Finland,5/9/20,523,1,10
California,US,5/10/20,1,0,0
Wisconsin,US,5/10/20,1,0,0
California,US,5/10/20,1,0,0
,Sri Lanka,5/10/20,1,0,1
From Diamond Princess,Israel,5/10/20,1,0,0
,Algeria,5/10/20,1,0,0
California,US,5/10/20,2,0,0
,Russia,5/10/20,2,0,2
,Finland,5/10/20,3,0,1
,Denmark,5/10/20,4,0,0
,Ecuador,5/10/20,6,0,0
British Columbia,Canada,5/10/20,9,0,3
Queensland,Australia,5/10/20,11,0,1
,Lebanon,5/10/20,16,0,1
California,US,5/10/20,20,0,1
,San Marino,5/10/20,23,1,0
,San Marino,5/10/20,36,1,0
,Israel,5/10/20,39,0,2
New South Wales,Australia,5/10/20,55,2,4
,Iraq,5/10/20,71,7,15
Inner Mongolia,China,5/10/20,75,1,71
,Reunion,5/10/20,5,0,0
,Ireland,5/10/20,129,2,0
,Estonia,5/10/20,171,0,1
New South Wales,Australia,5/10/20,171,2,4
Massachusetts,US,5/10/20,218,0,1
,Bahrain,5/10/20,256,1,88
Massachusetts,US,5/10/20,328,0,0
Massachusetts,US,5/10/20,413,1,0
Georgia,US,5/10/20,507,14,0
California,US,5/11/20,1,0,0
California,US,5/11/20,1,0,0
Wisconsin,US,5/11/20,1,0,0
,Sweden,5/11/20,1,0,0
,Lebanon,5/11/20,1,0,0
,Belgium,5/11/20,1,0,1
California,US,5/11/20,2,0,1
Illinois,US,5/11/20,2,0,2
,India,5/11/20,3,0,3
,Pakistan,5/11/20,4,0,0
,Finland,5/11/20,6,0,1
,Croatia,5/11/20,9,0,0
California,US,5/11/20,11,0,1
,Oman,5/11/20,16,0,2
Washington,US,5/11/20,19,1,0
,Lebanon,5/11/20,22,0,1
,Denmark,5/11/20,35,0,1
California,US,5/11/20,38,0,1
,Thailand,5/11/20,53,1,33
New South Wales,Australia,5/11/20,65,2,4
Ningxia,China,5/11/20,75,0,72
,Oman,5/11/20,19,0,9
Liaoning,China,5/11/20,125,1,113
New South Wales,Australia,5/11/20,134,2,4
,Ireland,5/11/20,169,2,0
Florida,US,5/11/20,216,6,0
Guangxi,China,5/11/20,253,2,250
Hebei,China,5/11/20,318,6,310
,Iceland,5/11/20,409,0,5
,Ecuador,5/11/20,506,7,3
Texas,US,5/12/20,1,0,0
California,US,5/12/20,1,0,0
California,US,5/12/20,1,0,0
Massachusetts,US,5/12/20,1,0,0
Tibet,Mainland China,5/12/20,1,0,1
,Brazil,5/12/20,1,0,0
California,US,5/12/20,2,0,1
California,US,5/12/20,2,0,0
,Philippines,5/12/20,3,1,1
South Australia,Australia,5/12/20,3,0,2
,Iceland,5/12/20,6,0,0
,Ecuador,5/12/20,7,0,0
Victoria,Australia,5/12/20,10,0,4
,Vietnam,5/12/20,16,0,16
New York,US,5/12/20,19,0,0
,Palestine,5/12/20,22,0,0
,Lebanon,5/12/20,32,0,1
,San Marino,5/12/20,36,1,0
,San Marino,5/12/20,51,2,0
,India,5/12/20,62,1,4
,India,5/12/20,73,1,4
Diamond Princess,Cruise Ship,5/12/20,696,7,325
,Romania,5/12/20,123,0,9
Gansu,China,5/12/20,133,2,91
Hainan,China,5/12/20,168,6,161
New South Wales,Australia,5/12/20,210,4,4
,Poland,5/12/20,251,5,13
,Indonesia,5/12/20,311,25,11
Texas,US,5/12/20,394,5,0
Beijing,China,5/12/20,504,8,396
Washington,US,5/13/20,1,0,1
Texas,US,5/13/20,1,0,0
California,US,5/13/20,1,0,0
California,US,5/13/20,1,0,0
,Nepal,5/13/20,1,0,1
,Cambodia,5/13/20,1,0,1
,Afghanistan,5/13/20,1,0,0
California,US,5/13/20,2,0,0
,Romania,5/13/20,3,0,0
,Azerbaijan,5/13/20,3,0,0
,Oman,5/13/20,6,0,1
,Greece,5/13/20,7,0,0
,Croatia,5/13/20,10,0,0
Queensland,Australia,5/13/20,13,0,8
,Czech Republic,5/13/20,18,0,0
British Columbia,Canada,5/13/20,21,0,4
,Czech Republic,5/13/20,31,0,0
Ontario,Canada,5/13/20,34,0,4
Taiwan,Taipei and environs,5/13/20,47,1,17
,San Marino,5/13/20,62,2,0
,Iraq,5/13/20,71,8,15
New Brunswick,Canada,5/13/20,1,0,0
,Estonia,5/13/20,115,0,0
Shanxi,China,5/13/20,133,0,133
Colorado,US,5/13/20,160,1,0
,Chile,5/13/20,201,0,0
,Iceland,5/13/20,250,1,5
New South Wales,Australia,5/13/20,307,5,4
,Singapore,5/13/20,385,0,124
Heilongjiang,China,5/13/20,484,13,463
Arizona,US,5/14/20,1,0,0
Washington,US,5/14/20,1,0,1
Texas,US,5/14/20,1,0,0
California,US,5/14/20,1,0,0
,Sri Lanka,5/14/20,1,0,1
"London, ON",Canada,5/14/20,1,0,1
,Algeria,5/14/20,1,0,0
California,US,5/14/20,2,0,1
California,US,5/14/20,3,0,1
,Czech Republic,5/14/20,3,0,0
,India,5/14/20,5,0,3
,Qatar,5/14/20,7,0,0
,Denmark,5/14/20,10,0,0
British Columbia,Canada,5/14/20,13,0,3
,Ireland,5/14/20,18,0,0
,Israel,5/14/20,21,0,2
Washington,US,5/14/20,31,1,0
British Columbia,Canada,5/14/20,32,1,4
Diamond Princess,US,5/14/20,46,0,0
,Lebanon,5/14/20,61,3,1
,Thailand,5/14/20,70,1,34
,Italy,5/14/20,17660,1266,1439
New South Wales,Australia,5/14/20,112,2,4
,Romania,5/14/20,131,0,9
,Romania,5/14/20,158,0,9
,Egypt,5/14/20,196,4,32
Shaanxi,China,5/14/20,246,3,237
Fujian,China,5/14/20,296,1,295
Shanghai,China,5/14/20,371,3,326
,Qatar,5/14/20,481,0,27
Arizona,US,5/15/20,1,0,0
Washington,US,5/15/20,1,0,1
Wisconsin,US,5/15/20,1,0,0
,Sweden,5/15/20,1,0,0
,Egypt,5/15/20,1,0,0
,Belgium,5/15/20,1,0,1
California,US,5/15/20,2,0,1
Western Australia,Australia,5/15/20,2,0,0
,Georgia,5/15/20,3,0,0
,Mexico,5/15/20,5,0,0
,Denmark,5/15/20,6,0,0
,Ecuador,5/15/20,10,0,0
,Ecuador,5/15/20,13,0,0
Qinghai,Mainland China,5/15/20,18,0,18
Grand Princess Cruise Ship,US,5/15/20,21,0,0
,Portugal,5/15/20,30,0,0
,Lebanon,5/15/20,32,0,1
,Czech Republic,5/15/20,41,0,0
,Egypt,5/15/20,60,1,27
,San Marino,5/15/20,69,3,0
,Iraq,5/15/20,101,9,24
,Philippines,5/15/20,111,8,2
,Ireland,5/15/20,129,2,0
,Chile,5/15/20,155,0,0
Louisiana,US,5/15/20,196,4,0
,Chile,5/15/20,238,0,0
Georgia,US,5/15/20,287,10,0
,Indonesia,5/15/20,369,32,15
,Iceland,5/15/20,473,1,22
Arizona,US,5/16/20,1,0,0
California,US,5/16/20,1,0,0
,Switzerland,5/16/20,1,0,0
,Georgia,5/16/20,1,0,0
,Brazil,5/16/20,1,0,0
, Azerbaijan,5/16/20,1,0,0
,Brazil,5/16/20,2,0,0
,Iceland,5/16/20,3,0,0
,Denmark,5/16/20,4,0,0
,Finland,5/16/20,6,0,1
Macau,Macau,5/16/20,10,0,9
,Algeria,5/16/20,12,0,0
,Algeria,5/16/20,17,0,0
,Portugal,5/16/20,20,0,0
,Vietnam,5/16/20,30,0,16
,Czech Republic,5/16/20,31,0,0
,Lebanon,5/16/20,41,1,1
,Finland,5/16/20,59,0,1
,Egypt,5/16/20,67,1,27
,Lebanon,5/16/20,77,3,1
,Iraq,5/16/20,110,10,26
Liaoning,China,5/16/20,125,1,114
Hong Kong,China,5/16/20,155,4,84
,Philippines,5/16/20,187,12,5
,Indonesia,5/16/20,227,19,11
,Slovenia,5/16/20,286,1,0
,Ecuador,5/16/20,367,5,0
,Indonesia,5/16/20,450,38,15
None,Iraq,5/17/20,0,0,0
California,US,5/17/20,1,0,0
Massachusetts,US,5/17/20,1,0,0
,Greece,5/17/20,1,0,0
,Cambodia,5/17/20,1,0,1
,Afghanistan,5/17/20,1,0,0
,Russia,5/17/20,2,0,2
,India,5/17/20,3,0,3
,Pakistan,5/17/20,4,0,0
Washington,US,5/17/20,6,1,0
New York,US,5/17/20,10,0,0
,Czech Republic,5/17/20,12,0,0
,Oman,5/17/20,16,0,2
,Czech Republic,5/17/20,19,0,0
"Toronto, ON",Canada,5/17/20,28,0,3
Washington,US,5/17/20,31,1,0
,Portugal,5/17/20,41,0,0
,Portugal,5/17/20,59,0,0
New South Wales,Australia,5/17/20,65,2,4
From Diamond Princess,Australia,5/17/20,0,0,0
,Egypt,5/17/20,109,2,27
,Poland,5/17/20,119,3,0
Florida,US,5/17/20,155,5,0
Ontario,Canada,5/17/20,185,1,5
Ontario,Canada,5/17/20,221,1,5
,Bahrain,5/17/20,278,1,100
Colorado,US,5/17/20,363,4,0
New South Wales,Australia,5/17/20,436,6,4
Texas,US,5/18/20,1,0,0
California,US,5/18/20,1,0,0
Tibet,Mainland China,5/18/20,1,0,1
"London, ON",Canada,5/18/20,1,0,1
,Algeria,5/18/20,1,0,0
Illinois,US,5/18/20,2,0,2
,Philippines,5/18/20,3,1,1
Illinois,US,5/18/20,4,0,2
,Algeria,5/18/20,5,0,0
,Greece,5/18/20,9,0,0
,Finland,5/18/20,12,0,1
,Palestine,5/18/20,16,0,0
,Ireland,5/18/20,18,0,0
British Columbia,Canada,5/18/20,27,0,4
,Finland,5/18/20,30,0,1
,Finland,5/18/20,40,0,1
,Thailand,5/18/20,59,1,34
,Lebanon,5/18/20,61,3,1
,Ukraine,5/18/20,3,1,0
,Kuwait,5/18/20,104,0,5
,Indonesia,5/18/20,117,5,8
,Egypt,5/18/20,150,2,27
,Romania,5/18/20,184,0,16
Massachusetts,US,5/18/20,218,0,0
,Romania,5/18/20,277,0,25
,Turkey,5/18/20,359,4,0
,Singapore,5/18/20,432,2,140
Washington,US,5/19/20,1,0,1
California,US,5/19/20,1,0,0
,Nepal,5/19/20,1,0,1
,Denmark,5/19/20,1,0,0
,Belarus,5/19/20,1,0,0
California,US,5/19/20,2,0,0
,Qatar,5/19/20,3,0,0
Washington,US,5/19/20,4,1,0
,Czech Republic,5/19/20,5,0,0
,Czech Republic,5/19/20,8,0,0
California,US,5/19/20,11,0,0
New York,US,5/19/20,16,0,0
Qinghai,Mainland China,5/19/20,18,0,18
,Finland,5/19/20,23,0,1
,Portugal,5/19/20,30,0,0
Ontario,Canada,5/19/20,36,0,4
,Slovenia,5/19/20,57,0,0
,Finland,5/19/20,59,0,1
,Austria,5/19/20,504,1,6
,Poland,5/19/20,103,3,0
Florida,US,5/19/20,115,4,0
,Thailand,5/19/20,147,1,35
,Thailand,5/19/20,177,1,41
,Thailand,5/19/20,212,1,42
Colorado,US,5/19/20,277,4,0
New South Wales,Australia,5/19/20,353,6,4
British Columbia,Canada,5/19/20,424,10,4
Arizona,US,5/20/20,1,0,0
Wisconsin,US,5/20/20,1,0,0
,North Macedonia,5/20/20,1,0,0
,Egypt,5/20/20,1,0,0
,Belgium,5/20/20,1,0,1
California,US,5/20/20,2,0,0
,Romania,5/20/20,3,0,0
,Algeria,5/20/20,3,0,0
,India,5/20/20,5,0,3
,Qatar,5/20/20,8,0,0
Victoria,Australia,5/20/20,10,0,7
,Vietnam,5/20/20,16,0,16
,Vietnam,5/20/20,18,0,16
,Palestine,5/20/20,22,0,0
,Vietnam,5/20/20,30,0,16
,Ireland,5/20/20,34,0,0
,Philippines,5/20/20,49,1,2
,Portugal,5/20/20,59,0,0
,Switzerland,5/20/20,1139,11,4
,Saudi Arabia,5/20/20,103,0,1
,Thailand,5/20/20,114,1,35
Guizhou,China,5/20/20,146,2,144
Yunnan,China,5/20/20,176,2,172
,Luxembourg,5/20/20,203,2,0
,Saudi Arabia,5/20/20,274,0,6
,Saudi Arabia,5/20/20,344,0,8
,Thailand,5/20/20,411,1,42
Texas,US,5/21/20,0,0,0
California,US,5/21/20,1,0,0
,Norway,5/21/20,1,0,0
,Estonia,5/21/20,1,0,0
,Brazil,5/21/20,1,0,0
California,US,5/21/20,2,0,1
Illinois,US,5/21/20,3,0,2
South Australia,Australia,5/21/20,3,0,2
,Mexico,5/21/20,5,0,1
Washington,US,5/21/20,8,1,0
,Croatia,5/21/20,10,0,0
,Egypt,5/21/20,15,0,1
,Algeria,5/21/20,17,0,0
,Republic of Ireland,5/21/20,21,0,0
,Brazil,5/21/20,25,0,0
,Philippines,5/21/20,33,1,2
,Taiwan*,5/21/20,48,1,17
,Brazil,5/21/20,52,0,0
,Ireland,5/21/20,90,1,0
,India,5/21/20,102,2,4
,India,5/21/20,113,2,13
,Philippines,5/21/20,142,12,2
,Indonesia,5/21/20,172,5,8
,Philippines,5/21/20,202,19,5
,Thailand,5/21/20,272,1,42
,Slovenia,5/21/20,341,1,0
Pennsylvania,US,5/21/20,396,2,0
Nebraska,US,5/22/20,0,0,0
California,US,5/22/20,1,0,0
,Romania,5/22/20,1,0,0
,Georgia,5/22/20,1,0,0
,Cambodia,5/22/20,1,0,1
,Afghanistan,5/22/20,1,0,0
California,US,5/22/20,3,0,1
,Azerbaijan,5/22/20,3,0,0
,Pakistan,5/22/20,5,0,0
California,US,5/22/20,7,0,0
,Denmark,5/22/20,10,0,0
,Finland,5/22/20,15,0,1
,Oman,5/22/20,16,0,2
Grand Princess Cruise Ship,US,5/22/20,21,0,0
,Palestine,5/22/20,22,0,0
British Columbia,Canada,5/22/20,32,1,4
Diamond Princess,US,5/22/20,46,0,0
,Philippines,5/22/20,52,2,2
,Georgia,5/22/20,25,0,0
Colorado,US,5/22/20,101,1,0
,Kuwait,5/22/20,112,0,5
Tianjin,China,5/22/20,136,3,133
,Saudi Arabia,5/22/20,171,0,6
Georgia,US,5/22/20,199,3,0
,Estonia,5/22/20,267,0,1
,Thailand,5/22/20,322,1,42
,Saudi Arabia,5/22/20,392,0,16
California,US,5/23/20,0,0,0
Texas,US,5/23/20,1,0,0
,Sri Lanka,5/23/20,1,0,1
Tibet,Mainland China,5/23/20,1,0,1
" Montreal, QC",Canada,5/23/20,1,0,0
,Algeria,5/23/20,1,0,0
Western Australia,Australia,5/23/20,2,1,0
,Czech Republic,5/23/20,3,0,0
Illinois,US,5/23/20,4,0,2
,Belarus,5/23/20,6,0,0
Macau,Macau,5/23/20,10,0,9
Queensland,Australia,5/23/20,13,0,8
,Egypt,5/23/20,15,0,1
,Brazil,5/23/20,20,0,0
,Ireland,5/23/20,21,0,0
,Brazil,5/23/20,31,0,0
,Romania,5/23/20,45,0,6
,Poland,5/23/20,49,1,0
,Bangladesh,5/23/20,3,0,0
,Indonesia,5/23/20,96,5,8
,Egypt,5/23/20,110,2,21
,Pakistan,5/23/20,136,0,2
Hainan,China,5/23/20,168,6,161
,Egypt,5/23/20,196,6,32
